LOCATION CODE,COUNTY,AREA NAME,REGION,SCHOOL YEARS,NO. OVERWEIGHT,PCT OVERWEIGHT,NO. OBESE,PCT OBESE,NO. OVERWEIGHT OR OBESE,PCT OVERWEIGHT OR OBESE,GRADE LEVEL,AREA TYPE,STREET ADDRESS,CITY,STATE,ZIP CODE,Location 1
580203,SUFFOLK,BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,95,18.1%,100,19%,195,37.1%,MIDDLE/HIGH,SCHOOL DISTRICT,290 NORWOOD AVE,PORT JEFFERSON STA,NY,11776,"(40.9174, -73.0677)"
580205,SUFFOLK,SACHEM CENT SCH AT HOLBROOK,NASSAU-SUFFOLK,2010-2012,770,16.8%,866,18.9%,1636,35.8%,DISTRICT TOTAL,SCHOOL DISTRICT,245 UNION AVE,HOLBROOK,NY,11741,"(40.8119, -73.0847)"
580205,SUFFOLK,SACHEM CENT SCH AT HOLBROOK,NASSAU-SUFFOLK,2010-2012,470,16.9%,543,19.5%,1013,36.5%,ELEMENTARY,SCHOOL DISTRICT,245 UNION AVE,HOLBROOK,NY,11741,"(40.8119, -73.0847)"
580205,SUFFOLK,SACHEM CENT SCH AT HOLBROOK,NASSAU-SUFFOLK,2010-2012,300,16.7%,323,18%,623,34.7%,MIDDLE/HIGH,SCHOOL DISTRICT,245 UNION AVE,HOLBROOK,NY,11741,"(40.8119, -73.0847)"
580206,SUFFOLK,PT JEFFERSON U FREE SCH,NASSAU-SUFFOLK,2010-2012,44,15.1%,30,10.3%,74,25.4%,DISTRICT TOTAL,SCHOOL DISTRICT,550 SCRAGGY HILL RD,PORT JEFFERSON,NY,11777,"(40.9443, -73.0535)"
580206,SUFFOLK,PT JEFFERSON U FREE SCH,NASSAU-SUFFOLK,2010-2012,18,11.8%,8,5.2%,26,17%,ELEMENTARY,SCHOOL DISTRICT,550 SCRAGGY HILL RD,PORT JEFFERSON,NY,11777,"(40.9443, -73.0535)"
580206,SUFFOLK,PT JEFFERSON U FREE SCH,NASSAU-SUFFOLK,2010-2012,26,19%,11,8%,37,27%,MIDDLE/HIGH,SCHOOL DISTRICT,550 SCRAGGY HILL RD,PORT JEFFERSON,NY,11777,"(40.9443, -73.0535)"
580207,SUFFOLK,MOUNT SINAI UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,115,14.1%,98,12%,213,26%,DISTRICT TOTAL,SCHOOL DISTRICT,118 N COUNTRY RD,MOUNT SINAI,NY,11766,"(40.9425, -73.0245)"
580207,SUFFOLK,MOUNT SINAI UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,68,14.4%,63,13.3%,131,27.8%,ELEMENTARY,SCHOOL DISTRICT,118 N COUNTRY RD,MOUNT SINAI,NY,11766,"(40.9425, -73.0245)"
580207,SUFFOLK,MOUNT SINAI UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,47,13.9%,35,10.4%,82,24.3%,MIDDLE/HIGH,SCHOOL DISTRICT,118 N COUNTRY RD,MOUNT SINAI,NY,11766,"(40.9425, -73.0245)"
580208,SUFFOLK,MILLER PLACE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,146,14.4%,141,13.9%,287,28.2%,DISTRICT TOTAL,SCHOOL DISTRICT,275 RT 25A,MILLER PLACE,NY,11764,"(40.9414, -72.9917)"
580208,SUFFOLK,MILLER PLACE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,63,12.7%,77,15.5%,140,28.2%,ELEMENTARY,SCHOOL DISTRICT,275 RT 25A,MILLER PLACE,NY,11764,"(40.9414, -72.9917)"
580208,SUFFOLK,MILLER PLACE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,83,17.2%,60,12.4%,143,29.6%,MIDDLE/HIGH,SCHOOL DISTRICT,275 RT 25A,MILLER PLACE,NY,11764,"(40.9414, -72.9917)"
580209,SUFFOLK,ROCKY POINT UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,147,14.1%,150,14.4%,297,28.5%,DISTRICT TOTAL,SCHOOL DISTRICT,170 RT 25A,ROCKY POINT,NY,11778,"(40.9448, -72.9531)"
580209,SUFFOLK,ROCKY POINT UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,92,13.6%,93,13.8%,185,27.4%,ELEMENTARY,SCHOOL DISTRICT,170 RT 25A,ROCKY POINT,NY,11778,"(40.9448, -72.9531)"
580209,SUFFOLK,ROCKY POINT UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,55,15.2%,57,15.7%,112,30.9%,MIDDLE/HIGH,SCHOOL DISTRICT,170 RT 25A,ROCKY POINT,NY,11778,"(40.9448, -72.9531)"
580211,SUFFOLK,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,600,18.1%,603,18.2%,1203,36.3%,DISTRICT TOTAL,SCHOOL DISTRICT,8 43RD ST-ADM OFF,CENTEREACH,NY,11720,"(40.8732, -73.091)"
580211,SUFFOLK,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,357,18%,344,17.3%,701,35.3%,ELEMENTARY,SCHOOL DISTRICT,8 43RD ST-ADM OFF,CENTEREACH,NY,11720,"(40.8732, -73.091)"
580211,SUFFOLK,MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,243,18.3%,259,19.5%,502,37.7%,MIDDLE/HIGH,SCHOOL DISTRICT,8 43RD ST-ADM OFF,CENTEREACH,NY,11720,"(40.8732, -73.091)"
580212,SUFFOLK,LONGWOOD CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,515,17.8%,634,22%,1149,39.8%,DISTRICT TOTAL,SCHOOL DISTRICT,35 YAPHNK-MID ISL RD,MIDDLE ISLAND,NY,11953,"(40.8773, -72.9413)"
580212,SUFFOLK,LONGWOOD CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,288,15.9%,375,20.7%,663,36.7%,ELEMENTARY,SCHOOL DISTRICT,35 YAPHNK-MID ISL RD,MIDDLE ISLAND,NY,11953,"(40.8773, -72.9413)"
580212,SUFFOLK,LONGWOOD CENTRAL SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,227,21%,259,24%,486,45%,MIDDLE/HIGH,SCHOOL DISTRICT,35 YAPHNK-MID ISL RD,MIDDLE ISLAND,NY,11953,"(40.8773, -72.9413)"
580224,SUFFOLK,PATCHOGUE-MEDFORD U F SCH,NASSAU-SUFFOLK,2010-2012,481,17%,602,21.3%,1083,38.4%,DISTRICT TOTAL,SCHOOL DISTRICT,241 S OCEAN AVE,PATCHOGUE,NY,11772,"(40.7602, -73.0131)"
580224,SUFFOLK,PATCHOGUE-MEDFORD U F SCH,NASSAU-SUFFOLK,2010-2012,274,16.3%,359,21.4%,633,37.7%,ELEMENTARY,SCHOOL DISTRICT,241 S OCEAN AVE,PATCHOGUE,NY,11772,"(40.7602, -73.0131)"
580224,SUFFOLK,PATCHOGUE-MEDFORD U F SCH,NASSAU-SUFFOLK,2010-2012,207,18.1%,243,21.3%,450,39.4%,MIDDLE/HIGH,SCHOOL DISTRICT,241 S OCEAN AVE,PATCHOGUE,NY,11772,"(40.7602, -73.0131)"
580232,SUFFOLK,WILLIAM FLOYD U F SCHOOL,NASSAU-SUFFOLK,2010-2012,610,17.5%,846,24.3%,1456,41.8%,DISTRICT TOTAL,SCHOOL DISTRICT,240 MASTIC BEACH RD,MASTIC BEACH,NY,11951,"(40.7803, -72.849)"
580232,SUFFOLK,WILLIAM FLOYD U F SCHOOL,NASSAU-SUFFOLK,2010-2012,323,15.7%,487,23.7%,810,39.5%,ELEMENTARY,SCHOOL DISTRICT,240 MASTIC BEACH RD,MASTIC BEACH,NY,11951,"(40.7803, -72.849)"
580232,SUFFOLK,WILLIAM FLOYD U F SCHOOL,NASSAU-SUFFOLK,2010-2012,287,20.1%,359,25.1%,646,45.2%,MIDDLE/HIGH,SCHOOL DISTRICT,240 MASTIC BEACH RD,MASTIC BEACH,NY,11951,"(40.7803, -72.849)"
580233,SUFFOLK,CENTER MORICHES U F SCH,NASSAU-SUFFOLK,2010-2012,79,14.9%,84,15.8%,163,30.7%,DISTRICT TOTAL,SCHOOL DISTRICT,529 MAIN ST,CENTER MORICHES,NY,11934,"(40.8005, -72.799)"
580233,SUFFOLK,CENTER MORICHES U F SCH,NASSAU-SUFFOLK,2010-2012,69,18.4%,69,18.4%,138,36.8%,ELEMENTARY,SCHOOL DISTRICT,529 MAIN ST,CENTER MORICHES,NY,11934,"(40.8005, -72.799)"
580233,SUFFOLK,CENTER MORICHES U F SCH,NASSAU-SUFFOLK,2010-2012,9,5.8%,15,9.7%,24,15.5%,MIDDLE/HIGH,SCHOOL DISTRICT,529 MAIN ST,CENTER MORICHES,NY,11934,"(40.8005, -72.799)"
580234,SUFFOLK,EAST MORICHES U F SCH,NASSAU-SUFFOLK,2010-2012,39,14.1%,42,15.2%,81,29.3%,DISTRICT TOTAL,SCHOOL DISTRICT,9 ADELAIDE AVE,EAST MORICHES,NY,11940,"(40.8027, -72.764)"
580234,SUFFOLK,EAST MORICHES U F SCH,NASSAU-SUFFOLK,2010-2012,30,15.1%,31,15.6%,61,30.7%,ELEMENTARY,SCHOOL DISTRICT,9 ADELAIDE AVE,EAST MORICHES,NY,11940,"(40.8027, -72.764)"
580234,SUFFOLK,EAST MORICHES U F SCH,NASSAU-SUFFOLK,2010-2012,5,8.3%,11,18.3%,16,26.7%,MIDDLE/HIGH,SCHOOL DISTRICT,9 ADELAIDE AVE,EAST MORICHES,NY,11940,"(40.8027, -72.764)"
580235,SUFFOLK,SOUTH COUNTRY CENTRAL SCHOOL,NASSAU-SUFFOLK,2010-2012,237,16.5%,255,17.7%,492,34.2%,DISTRICT TOTAL,SCHOOL DISTRICT,189 DUNTON AVE,EAST PATCHOGUE,NY,11772,"(40.7503, -72.9681)"
580235,SUFFOLK,SOUTH COUNTRY CENTRAL SCHOOL,NASSAU-SUFFOLK,2010-2012,127,15.4%,137,16.6%,264,32%,ELEMENTARY,SCHOOL DISTRICT,189 DUNTON AVE,EAST PATCHOGUE,NY,11772,"(40.7503, -72.9681)"
580235,SUFFOLK,SOUTH COUNTRY CENTRAL SCHOOL,NASSAU-SUFFOLK,2010-2012,110,18%,118,19.3%,228,37.3%,MIDDLE/HIGH,SCHOOL DISTRICT,189 DUNTON AVE,EAST PATCHOGUE,NY,11772,"(40.7503, -72.9681)"
580301,SUFFOLK,EAST HAMPTON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,121,21.7%,94,16.8%,215,38.5%,DISTRICT TOTAL,SCHOOL DISTRICT,231 PANTIGO RD,EAST HAMPTON,NY,11937,"(40.9679, -72.1691)"
580301,SUFFOLK,EAST HAMPTON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,44,17.5%,59,23.5%,103,41%,ELEMENTARY,SCHOOL DISTRICT,231 PANTIGO RD,EAST HAMPTON,NY,11937,"(40.9679, -72.1691)"
580301,SUFFOLK,EAST HAMPTON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,77,23.9%,55,17.1%,132,41%,MIDDLE/HIGH,SCHOOL DISTRICT,231 PANTIGO RD,EAST HAMPTON,NY,11937,"(40.9679, -72.1691)"
580302,SUFFOLK,WAINSCOTT COMMON SCHOOL,NASSAU-SUFFOLK,2010-2012,,,,,,,DISTRICT TOTAL,SCHOOL DISTRICT,47 MAIN ST,WAINSCOTT,NY,11975,"(40.963, -72.1865)"
580302,SUFFOLK,WAINSCOTT COMMON SCHOOL,NASSAU-SUFFOLK,2010-2012,,,,,,,ELEMENTARY,SCHOOL DISTRICT,47 MAIN ST,WAINSCOTT,NY,11975,"(40.963, -72.1865)"
580302,SUFFOLK,WAINSCOTT COMMON SCHOOL,NASSAU-SUFFOLK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,47 MAIN ST,WAINSCOTT,NY,11975,"(40.963, -72.1865)"
580303,SUFFOLK,AMAGANSETT UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,11,23.9%,,,11,23.9%,DISTRICT TOTAL,SCHOOL DISTRICT,320 MAIN ST,AMAGANSETT,NY,11930,"(40.9766, -72.139)"
580303,SUFFOLK,AMAGANSETT UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,11,23.9%,,,11,23.9%,ELEMENTARY,SCHOOL DISTRICT,320 MAIN ST,AMAGANSETT,NY,11930,"(40.9766, -72.139)"
580303,SUFFOLK,AMAGANSETT UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,320 MAIN ST,AMAGANSETT,NY,11930,"(40.9766, -72.139)"
580304,SUFFOLK,SPRINGS UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,43,15.4%,64,22.9%,107,38.2%,DISTRICT TOTAL,SCHOOL DISTRICT,48 SCHOOL ST,EAST HAMPTON,NY,11937,"(41.0174, -72.1569)"
580304,SUFFOLK,SPRINGS UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,32,14.2%,50,22.2%,82,36.4%,ELEMENTARY,SCHOOL DISTRICT,48 SCHOOL ST,EAST HAMPTON,NY,11937,"(41.0174, -72.1569)"
580304,SUFFOLK,SPRINGS UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,7,14.9%,10,21.3%,17,36.2%,MIDDLE/HIGH,SCHOOL DISTRICT,48 SCHOOL ST,EAST HAMPTON,NY,11937,"(41.0174, -72.1569)"
580305,SUFFOLK,SAG HARBOR UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,43,13.4%,32,9.9%,75,23.3%,DISTRICT TOTAL,SCHOOL DISTRICT,200 JERMAIN AVE,SAG HARBOR,NY,11963,"(40.9954, -72.2898)"
580305,SUFFOLK,SAG HARBOR UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,29,14.9%,20,10.3%,49,25.1%,ELEMENTARY,SCHOOL DISTRICT,200 JERMAIN AVE,SAG HARBOR,NY,11963,"(40.9954, -72.2898)"
580305,SUFFOLK,SAG HARBOR UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,14,11.4%,15,12.2%,29,23.6%,MIDDLE/HIGH,SCHOOL DISTRICT,200 JERMAIN AVE,SAG HARBOR,NY,11963,"(40.9954, -72.2898)"
580306,SUFFOLK,MONTAUK UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,31,17.8%,37,21.3%,68,39.1%,DISTRICT TOTAL,SCHOOL DISTRICT,50 S DORSET DR,MONTAUK,NY,11954,"(41.0359, -71.9593)"
580306,SUFFOLK,MONTAUK UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,29,19.5%,32,21.5%,61,40.9%,ELEMENTARY,SCHOOL DISTRICT,50 S DORSET DR,MONTAUK,NY,11954,"(41.0359, -71.9593)"
580306,SUFFOLK,MONTAUK UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,,,,,,,MIDDLE/HIGH,SCHOOL DISTRICT,50 S DORSET DR,MONTAUK,NY,11954,"(41.0359, -71.9593)"
580401,SUFFOLK,ELWOOD UNION FREE SCH,NASSAU-SUFFOLK,2010-2012,137,15.5%,143,16.1%,280,31.6%,DISTRICT TOTAL,SCHOOL DISTRICT,100 KENNETH AVE,GREENLAWN,NY,11740,"(40.8573, -73.3404)"
580401,SUFFOLK,ELWOOD UNION FREE SCH,NASSAU-SUFFOLK,2010-2012,73,15.3%,58,12.1%,131,27.4%,ELEMENTARY,SCHOOL DISTRICT,100 KENNETH AVE,GREENLAWN,NY,11740,"(40.8573, -73.3404)"
580401,SUFFOLK,ELWOOD UNION FREE SCH,NASSAU-SUFFOLK,2010-2012,64,15.8%,85,20.9%,149,36.7%,MIDDLE/HIGH,SCHOOL DISTRICT,100 KENNETH AVE,GREENLAWN,NY,11740,"(40.8573, -73.3404)"
580402,SUFFOLK,COLD SPRING HARBOR CENTRAL SCH,NASSAU-SUFFOLK,2010-2012,93,12.7%,49,6.7%,142,19.5%,DISTRICT TOTAL,SCHOOL DISTRICT,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,"(40.8802, -73.4509)"
580402,SUFFOLK,COLD SPRING HARBOR CENTRAL SCH,NASSAU-SUFFOLK,2010-2012,51,12.4%,35,8.5%,86,20.9%,ELEMENTARY,SCHOOL DISTRICT,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,"(40.8802, -73.4509)"
580402,SUFFOLK,COLD SPRING HARBOR CENTRAL SCH,NASSAU-SUFFOLK,2010-2012,42,13.3%,12,3.8%,54,17.1%,MIDDLE/HIGH,SCHOOL DISTRICT,75 GOOSE HILL RD,COLD SPRING HARBOR,NY,11724,"(40.8802, -73.4509)"
580403,SUFFOLK,HUNTINGTON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,188,15.3%,225,18.3%,413,33.6%,DISTRICT TOTAL,SCHOOL DISTRICT,50 TOWER ST,HUNTINGTON STATION,NY,11746,"(40.8558, -73.4169)"
580403,SUFFOLK,HUNTINGTON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,88,12.1%,154,21.2%,242,33.2%,ELEMENTARY,SCHOOL DISTRICT,50 TOWER ST,HUNTINGTON STATION,NY,11746,"(40.8558, -73.4169)"
580403,SUFFOLK,HUNTINGTON UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,100,20.2%,71,14.4%,171,34.6%,MIDDLE/HIGH,SCHOOL DISTRICT,50 TOWER ST,HUNTINGTON STATION,NY,11746,"(40.8558, -73.4169)"
580404,SUFFOLK,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,245,13.3%,204,11.1%,449,24.4%,DISTRICT TOTAL,SCHOOL DISTRICT,158 LAUREL AVE,NORTHPORT,NY,11768,"(40.8961, -73.3373)"
580404,SUFFOLK,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,137,13%,123,11.7%,260,24.6%,ELEMENTARY,SCHOOL DISTRICT,158 LAUREL AVE,NORTHPORT,NY,11768,"(40.8961, -73.3373)"
580404,SUFFOLK,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,108,13.9%,81,10.4%,189,24.3%,MIDDLE/HIGH,SCHOOL DISTRICT,158 LAUREL AVE,NORTHPORT,NY,11768,"(40.8961, -73.3373)"
580405,SUFFOLK,HALF HOLLOW HILLS CENTRAL SCH,NASSAU-SUFFOLK,2010-2012,412,14.7%,256,9.1%,668,23.8%,DISTRICT TOTAL,SCHOOL DISTRICT,525 HALF HOLLOW RD,DIX HILLS,NY,11746,"(40.795, -73.3548)"
580405,SUFFOLK,HALF HOLLOW HILLS CENTRAL SCH,NASSAU-SUFFOLK,2010-2012,212,13%,109,6.7%,321,19.7%,ELEMENTARY,SCHOOL DISTRICT,525 HALF HOLLOW RD,DIX HILLS,NY,11746,"(40.795, -73.3548)"
580405,SUFFOLK,HALF HOLLOW HILLS CENTRAL SCH,NASSAU-SUFFOLK,2010-2012,200,17%,147,12.5%,347,29.5%,MIDDLE/HIGH,SCHOOL DISTRICT,525 HALF HOLLOW RD,DIX HILLS,NY,11746,"(40.795, -73.3548)"
580406,SUFFOLK,HARBORFIELDS CENTRAL SCHOOL,NASSAU-SUFFOLK,2010-2012,167,16.5%,92,9.1%,259,25.6%,DISTRICT TOTAL,SCHOOL DISTRICT,2 OLDFIELD RD,GREENLAWN,NY,11740,"(40.8724, -73.3799)"
580406,SUFFOLK,HARBORFIELDS CENTRAL SCHOOL,NASSAU-SUFFOLK,2010-2012,111,17.1%,63,9.7%,174,26.7%,ELEMENTARY,SCHOOL DISTRICT,2 OLDFIELD RD,GREENLAWN,NY,11740,"(40.8724, -73.3799)"
580406,SUFFOLK,HARBORFIELDS CENTRAL SCHOOL,NASSAU-SUFFOLK,2010-2012,56,17.8%,29,9.2%,85,27.1%,MIDDLE/HIGH,SCHOOL DISTRICT,2 OLDFIELD RD,GREENLAWN,NY,11740,"(40.8724, -73.3799)"
580410,SUFFOLK,COMMACK UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,464,15.9%,329,11.3%,793,27.2%,DISTRICT TOTAL,SCHOOL DISTRICT,480 CLAY PITTS RD,EAST NORTHPORT,NY,11731,"(40.8688, -73.293)"
580410,SUFFOLK,COMMACK UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,260,14.8%,225,12.8%,485,27.7%,ELEMENTARY,SCHOOL DISTRICT,480 CLAY PITTS RD,EAST NORTHPORT,NY,11731,"(40.8688, -73.293)"
580410,SUFFOLK,COMMACK UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,204,16.7%,162,13.2%,366,29.9%,MIDDLE/HIGH,SCHOOL DISTRICT,480 CLAY PITTS RD,EAST NORTHPORT,NY,11731,"(40.8688, -73.293)"
580413,SUFFOLK,SO. HUNTINGTON SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,228,15.9%,243,17%,471,32.9%,DISTRICT TOTAL,SCHOOL DISTRICT,60 WESTON ST,HUNTINGTON STATION,NY,11746,"(40.8222, -73.4132)"
580413,SUFFOLK,SO. HUNTINGTON SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,137,15.6%,152,17.3%,289,33%,ELEMENTARY,SCHOOL DISTRICT,60 WESTON ST,HUNTINGTON STATION,NY,11746,"(40.8222, -73.4132)"
580413,SUFFOLK,SO. HUNTINGTON SCHOOL DISTRICT,NASSAU-SUFFOLK,2010-2012,91,16.5%,91,16.5%,182,32.9%,MIDDLE/HIGH,SCHOOL DISTRICT,60 WESTON ST,HUNTINGTON STATION,NY,11746,"(40.8222, -73.4132)"
580501,SUFFOLK,BAY SHORE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,275,16.8%,357,21.8%,632,38.5%,DISTRICT TOTAL,SCHOOL DISTRICT,75 W PERKAL ST,BAY SHORE,NY,11706,"(40.7332, -73.2534)"
580501,SUFFOLK,BAY SHORE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,134,13.1%,206,20.2%,340,33.3%,ELEMENTARY,SCHOOL DISTRICT,75 W PERKAL ST,BAY SHORE,NY,11706,"(40.7332, -73.2534)"
580501,SUFFOLK,BAY SHORE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,99,17.7%,137,24.5%,236,42.2%,MIDDLE/HIGH,SCHOOL DISTRICT,75 W PERKAL ST,BAY SHORE,NY,11706,"(40.7332, -73.2534)"
580502,SUFFOLK,ISLIP UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,189,17.5%,208,19.3%,397,36.9%,DISTRICT TOTAL,SCHOOL DISTRICT,215 MAIN ST,ISLIP,NY,11751,"(40.728, -73.2214)"
580502,SUFFOLK,ISLIP UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,84,16.1%,110,21%,194,37.1%,ELEMENTARY,SCHOOL DISTRICT,215 MAIN ST,ISLIP,NY,11751,"(40.728, -73.2214)"
580502,SUFFOLK,ISLIP UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,105,19.2%,98,17.9%,203,37.2%,MIDDLE/HIGH,SCHOOL DISTRICT,215 MAIN ST,ISLIP,NY,11751,"(40.728, -73.2214)"
580503,SUFFOLK,EAST ISLIP UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,199,14.6%,207,15.2%,406,29.7%,DISTRICT TOTAL,SCHOOL DISTRICT,1 C B GARIEPY AVE,ISLIP TERRACE,NY,11752,"(40.7447, -73.1842)"
580503,SUFFOLK,EAST ISLIP UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,130,16.4%,111,14%,241,30.4%,ELEMENTARY,SCHOOL DISTRICT,1 C B GARIEPY AVE,ISLIP TERRACE,NY,11752,"(40.7447, -73.1842)"
580503,SUFFOLK,EAST ISLIP UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,69,12.1%,96,16.9%,165,29%,MIDDLE/HIGH,SCHOOL DISTRICT,1 C B GARIEPY AVE,ISLIP TERRACE,NY,11752,"(40.7447, -73.1842)"
580504,SUFFOLK,SAYVILLE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,132,15.5%,101,11.9%,233,27.4%,DISTRICT TOTAL,SCHOOL DISTRICT,99 GREELEY AVE,SAYVILLE,NY,11782,"(40.74, -73.0884)"
580504,SUFFOLK,SAYVILLE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,89,17%,63,12%,152,29.1%,ELEMENTARY,SCHOOL DISTRICT,99 GREELEY AVE,SAYVILLE,NY,11782,"(40.74, -73.0884)"
580504,SUFFOLK,SAYVILLE UNION FREE SCHOOL,NASSAU-SUFFOLK,2010-2012,43,13.3%,38,11.8%,81,25.1%,MIDDLE/HIGH,SCHOOL DISTRICT,99 GREELEY AVE,SAYVILLE,NY,11782,"(40.74, -73.0884)"
580505,SUFFOLK,BAYPORT BLUE PT U F SCH,NASSAU-SUFFOLK,2010-2012,137,16.2%,116,13.7%,253,29.8%,DISTRICT TOTAL,SCHOOL DISTRICT,189 ACADEMY ST,BAYPORT,NY,11705,"(40.7416, -73.0562)"
580505,SUFFOLK,BAYPORT BLUE PT U F SCH,NASSAU-SUFFOLK,2010-2012,76,16.6%,73,16%,149,32.6%,ELEMENTARY,SCHOOL DISTRICT,189 ACADEMY ST,BAYPORT,NY,11705,"(40.7416, -73.0562)"
580505,SUFFOLK,BAYPORT BLUE PT U F SCH,NASSAU-SUFFOLK,2010-2012,61,15.6%,43,11%,104,26.6%,MIDDLE/HIGH,SCHOOL DISTRICT,189 ACADEMY ST,BAYPORT,NY,11705,"(40.7416, -73.0562)"
580506,SUFFOLK,HAUPPAUGE UNION FREE SCHOOLS,NASSAU-SUFFOLK,2010-2012,153,14.2%,107,10%,260,24.2%,DISTRICT TOTAL,SCHOOL DISTRICT,495 HOFFMAN LN,HAUPPAUGE,NY,11788,"(40.8239, -73.1865)"
580506,SUFFOLK,HAUPPAUGE UNION FREE SCHOOLS,NASSAU-SUFFOLK,2010-2012,63,12.3%,58,11.3%,121,23.6%,ELEMENTARY,SCHOOL DISTRICT,495 HOFFMAN LN,HAUPPAUGE,NY,11788,"(40.8239, -73.1865)"
580506,SUFFOLK,HAUPPAUGE UNION FREE SCHOOLS,NASSAU-SUFFOLK,2010-2012,90,16%,49,8.7%,139,24.7%,MIDDLE/HIGH,SCHOOL DISTRICT,495 HOFFMAN LN,HAUPPAUGE,NY,11788,"(40.8239, -73.1865)"
580507,SUFFOLK,CONNETQUOT CENT SCH OF ISLIP,NASSAU-SUFFOLK,2010-2012,407,16.7%,379,15.5%,786,32.2%,DISTRICT TOTAL,SCHOOL DISTRICT,780 OCEAN AVE,BOHEMIA,NY,11716,"(40.7602, -73.1179)"
580507,SUFFOLK,CONNETQUOT CENT SCH OF ISLIP,NASSAU-SUFFOLK,2010-2012,229,16.6%,223,16.2%,452,32.8%,ELEMENTARY,SCHOOL DISTRICT,780 OCEAN AVE,BOHEMIA,NY,11716,"(40.7602, -73.1179)"
580507,SUFFOLK,CONNETQUOT CENT SCH OF ISLIP,NASSAU-SUFFOLK,2010-2012,178,16.7%,156,14.6%,334,31.4%,MIDDLE/HIGH,SCHOOL DISTRICT,780 OCEAN AVE,BOHEMIA,NY,11716,"(40.7602, -73.1179)"
